Ano;CodOrgao;SiglaPPG;NomePPG;NivelCursoPG;NrMatriculados;NrTitulados
2012;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2020;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;61;18
2018;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;105;20
2019;10402;PPGANS;Programa de Pós-Graduação em Alimentação, Nutrição e Saúde;Mestrado Acadêmico;33;7
2020;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;129;20
2018;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;33;11
2021;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;38;2
2018;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Acadêmico;42;0
2010;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;35;6
2013;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;37;11
2023;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;85;21
2023;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;32;2
2011;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;32;3
2014;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Doutorado;38;4
2016;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Doutorado;43;10
2013;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;112;13
2012;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;48;6
2014;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;89;21
2012;706;PPGCC;Programa de Pós-Graduação em Computação;Doutorado;125;14
2012;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;65;12
2019;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Mestrado Acadêmico;24;5
2014;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Mestrado Acadêmico;57;15
2019;427;PPGDIR;Programa de Pós-Graduação em Direito;Doutorado;87;17
2022;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Mestrado Acadêmico;36;9
2018;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;47;10
2019;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;63;16
2010;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;35;5
2010;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Doutorado;41;6
2015;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;61;10
2016;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Mestrado Acadêmico;44;11
2014;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;48;7
2013;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;108;32
2011;435;PPGMUS;Programa de Pós-Graduação em Música;Mestrado Acadêmico;41;15
2020;601;PPGBOT;Programa de Pós-Graduação em Botânica;Doutorado;47;14
2020;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;37;9
2018;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;50;12
2020;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;43;9
2018;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Mestrado Acadêmico;32;11
2017;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;36;18
2017;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;47;11
2013;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;126;19
2017;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Doutorado;54;3
2014;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;111;28
2011;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;45;7
2023;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;52;7
2018;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Doutorado;110;19
2014;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;28;9
2013;601;PPGBOT;Programa de Pós-Graduação em Botânica;Doutorado;57;9
2018;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;15;1
2013;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Doutorado;28;5
2012;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;88;23
2023;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;116;12
2022;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;48;20
2023;11430;PPGCOM;Programa de Pós-Graduação em Comunicação;Mestrado Acadêmico;64;13
2010;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;37;14
2021;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Doutorado;201;23
2023;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;62;10
2020;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;33;2
2014;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;29;11
2018;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;40;8
2023;7999;PROFHIST;Programa de Pós-Graduação em Ensino de História;Mestrado Profissional;47;3
2014;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;46;13
2013;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;44;9
2019;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;43;17
2023;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;56;10
2015;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;40;4
2017;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;29;12
2018;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;113;20
2011;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Mestrado Acadêmico;86;24
2017;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Doutorado;57;10
2022;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Doutorado;47;5
2019;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Doutorado;57;7
2016;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;78;20
2017;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Doutorado;20;2
2019;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;29;2
2016;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;36;1
2017;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;47;5
2019;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Doutorado;69;10
2014;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;83;16
2021;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;171;40
2014;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Mestrado Acadêmico;52;17
2021;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2020;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;106;27
2022;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Doutorado;77;16
2019;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Acadêmico;33;8
2010;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;71;17
2016;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;62;14
2016;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;92;5
2014;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Mestrado Acadêmico;64;20
2015;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Doutorado;93;19
2013;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;79;11
2020;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;124;15
2019;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Doutorado;44;4
2015;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;85;26
2022;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Mestrado Acadêmico;120;23
2023;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;107;16
2011;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Doutorado;12;2
2014;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;17;0
2012;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;73;10
2019;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;396;40
2018;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;83;22
2021;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;83;14
2016;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;78;9
2016;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;68;28
2019;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;79;25
2016;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;81;19
2017;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;53;13
2016;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Doutorado;88;16
2021;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;101;10
2012;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;29;5
2012;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;45;14
2018;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Mestrado Acadêmico;99;18
2022;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;61;14
2021;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Doutorado;90;20
2021;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;30;0
2015;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;29;8
2020;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;48;12
2012;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;44;10
2015;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Profissional;79;16
2011;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;10;0
2012;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;120;17
2021;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;136;44
2018;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Doutorado;80;23
2019;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;79;23
2022;601;PPGBOT;Programa de Pós-Graduação em Botânica;Doutorado;37;6
2022;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;42;6
2018;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;138;19
2014;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;31;7
2010;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Doutorado;43;5
2016;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;127;30
2013;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;70;11
2018;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;49;9
2017;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;57;13
2015;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;31;0
2016;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;45;5
2015;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;44;8
2019;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;73;17
2011;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;43;5
2012;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;43;9
2019;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;22;3
2022;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Mestrado Acadêmico;35;11
2021;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;37;6
2012;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;66;19
2013;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2018;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Mestrado Acadêmico;91;22
2017;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;51;15
2013;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Mestrado Acadêmico;110;38
2017;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;34;8
2013;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;93;26
2014;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Profissional;3;0
2017;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Mestrado Acadêmico;17;7
2023;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Doutorado;63;16
2010;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;16;0
2017;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;49;17
2022;9699;PROFAGUA;Programa de Pós-Graduação em Gestão e Regulação de Recursos Hídricos;Mestrado Profissional;32;8
2023;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;59;10
2022;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Doutorado;38;5
2022;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Mestrado Acadêmico;47;9
2022;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;15;2
2012;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;113;28
2014;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;68;10
2012;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;75;17
2017;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;49;6
2020;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Doutorado;99;10
2021;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;115;11
2018;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;42;18
2013;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;25;0
2022;11430;PPGCOM;Programa de Pós-Graduação em Comunicação;Doutorado;64;1
2023;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;54;17
2022;637;PPGFIS;Programa de Pós-Graduação em Física;Mestrado Acadêmico;57;16
2015;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Profissional;1;1
2023;11584;PPGESTATISTICA;Programa de Pós-Graduação em Estatística;Mestrado Acadêmico;29;9
2022;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;76;11
2016;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;28;9
2013;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;58;14
2015;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;78;17
2017;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Doutorado;89;8
2023;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Mestrado Acadêmico;47;13
2022;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;115;19
2012;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;22;10
2014;6313;PPGCOL;Programa de Pós-Graduação em Saúde Coletiva;Mestrado Acadêmico;83;17
2015;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Mestrado Acadêmico;48;9
2013;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Mestrado Acadêmico;45;11
2019;9699;PROFAGUA;Programa de Pós-Graduação em Gestão e Regulação de Recursos Hídricos;Mestrado Profissional;38;12
2016;706;PPGCC;Programa de Pós-Graduação em Computação;Mestrado Acadêmico;185;44
2010;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;97;18
2021;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;95;10
2022;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;33;4
2023;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;142;36
2012;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;39;9
2014;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;64;12
2017;7999;PROFHIST;Programa de Pós-Graduação em Ensino de História;Mestrado Profissional;46;3
2019;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Doutorado;48;11
2012;5750;PPGENSAU;Programa de Pós-Graduação em Ensino na Saúde;Mestrado Profissional;21;0
2014;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;74;11
2016;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;50;5
2014;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;31;9
